"word","gloss","language","dialect","form"
"also"," in addition; besides; as well; further; too"," Northern Sami",""," {{t|se|maid}"
"also"," in addition; besides; as well; further; too"," Northern Sami",""," {{t|se|maiddái}"
"also"," in addition; besides; as well; further; too"," Northern Sami",""," {{t|se|-ge}}"
"all_determiner"," every individual of the given class"," Norwegian",""," {{t+|no|alle}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Norwegian",""," {{t+|no|hele}}"
"all_adverb"," "," Norwegian",""," {{t+check|no|helt}}{{trans-mid}}"
"each_determiner"," every"," Norwegian",""," {{t+|no|alle}"
"each_determiner"," every"," Norwegian",""," {{t+|no|alt}"
"each_determiner"," every"," Norwegian",""," {{t+|no|enhver}"
"each_determiner"," every"," Norwegian",""," {{t|no|hver enkelt}}"
"everybody"," all people"," Norwegian",""," {{t+|no|alle}}"
"everything"," all the things"," Norwegian",""," {{t+|no|alt}"
"everything"," all the things"," Norwegian",""," {{t+|no|allting}}"
"wherever_conjunction"," in any place` anywhere"," Norwegian",""," {{t|no|hvor enn}}"
"anywhere"," in or at any location"," Norwegian",""," {{t|no|hvor som helst}}"
"everywhere"," at all places"," Norwegian",""," {{t|no|overalt}}"
"and"," used to connect two similar words` phrases` et cetera"," Norwegian"," Bokmål"," {{t+|nb|og}}"
"and"," used at the end of a list to indicate the last item"," Norwegian"," Bokmål"," {{t+|nb|og}}"
"and"," used to string together sentences or sentence fragments in chronological order"," Norwegian"," Bokmål"," {{t+|nb|og}}"
"and"," used to show causation"," Norwegian"," Bokmål"," {{t+|nb|og}"
"and"," used to show causation"," Norwegian"," Bokmål"," {{t+|nb|så}}"
"also"," in addition; besides; as well; further; too"," Norwegian"," Bokmål"," {{t+|nb|dessuten}"
"also"," in addition; besides; as well; further; too"," Norwegian"," Bokmål"," {{t+|nb|også}"
"also"," in addition; besides; as well; further; too"," Norwegian"," Bokmål"," {{t+|nb|dertil}}"
"every"," all of a countable group"," Norwegian"," Bokmål"," {{t+|nb|hver}}"
"all_determiner"," every individual of the given class"," Norwegian"," Bokmål"," {{t|nb|samtlige}}"
"each_determiner"," every"," Norwegian"," Bokmål"," {{t+|nb|hver}}"
"each_adverb"," apiece"," Norwegian"," Bokmål"," {{t|nb|per stykk}}"
"whoever"," any person or persons that"," Norwegian"," Bokmål"," {{t|nb|den som}"
"whoever"," any person or persons that"," Norwegian"," Bokmål"," {{t|nb|enhver som}}"
"and"," used to connect two similar words` phrases` et cetera"," Norwegian"," Nynorsk"," {{t|nn|og}}"
"and"," used at the end of a list to indicate the last item"," Norwegian"," Nynorsk"," {{t|nn|og}}"
"and"," used to string together sentences or sentence fragments in chronological order"," Norwegian"," Nynorsk"," {{t|nn|og}}"
"and"," used to show causation"," Norwegian"," Nynorsk"," {{t|nn|og}"
"and"," used to show causation"," Norwegian"," Nynorsk"," {{t+|nn|så}}"
"also"," in addition; besides; as well; further; too"," Norwegian"," Nynorsk"," {{t|nn|dessutan}"
"also"," in addition; besides; as well; further; too"," Norwegian"," Nynorsk"," {{t+|nn|også}"
"also"," in addition; besides; as well; further; too"," Norwegian"," Nynorsk"," {{t|nn|au}}"
"every"," all of a countable group"," Norwegian"," Nynorsk"," {{t|nn|kvar}}"
"each_determiner"," every"," Norwegian"," Nynorsk"," {{t|nn|kvar}}"
"each_adverb"," apiece"," Norwegian"," Nynorsk"," {{t|nn|per stykk}}"
"and"," used to connect two similar words` phrases` et cetera"," Occitan",""," {{t+|oc|e}}"
"all_determiner"," every individual of the given class"," Occitan",""," {{t+|oc|tot}}"
"and"," used to connect two similar words` phrases` et cetera"," Ojibwe",""," {{t|oj|dash}"
"and"," used to connect two similar words` phrases` et cetera"," Ojibwe",""," {{t|oj|idash}"
"and"," used to connect two similar words` phrases` et cetera"," Ojibwe",""," {{t|oj|gaye}"
"and"," used to connect two similar words` phrases` et cetera"," Ojibwe",""," {{t|oj|ge}"
"and"," used to connect two similar words` phrases` et cetera"," Ojibwe",""," {{t|oj|miinawaa}}"
"and"," used to string together sentences or sentence fragments in chronological order"," Ojibwe",""," {{t|oj|mii dash}"
"and"," used to string together sentences or sentence fragments in chronological order"," Ojibwe",""," {{t|oj|miish}}"
"everybody"," all people"," Ojibwe",""," {{t|oj|gakina awiiya}}"
"everyone"," every person"," Ojibwe",""," {{t|oj|gakina}"
"everyone"," every person"," Ojibwe",""," {{t|oj|gakina awiiya}}"
"and"," used to connect two similar words` phrases` et cetera"," Okinawan",""," {{t|ryu|とぅ|tr=tu}}"
"all_determiner"," every individual of the given class"," Old Assamese",""," {{t|inc-oas|সয়ল}}"
"and"," used to connect two similar words` phrases` et cetera"," Old Church Slavonic"," Cyrillic"," {{t|cu|и}}"
"and"," used to connect two similar words` phrases` et cetera"," Old Church Slavonic"," Glagolitic"," {{t|cu|ⰹ}}"
"and"," used to connect two similar words` phrases` et cetera"," Old East Slavic",""," {{t|orv|и}}"
"and"," used to connect two similar words` phrases` et cetera"," Old English",""," {{t|ang|and}}"
"also"," in addition; besides; as well; further; too"," Old English",""," {{t|ang|ēac}}"
"every"," all of a countable group"," Old English",""," {{t|ang|ǣlċ}}"
"each_determiner"," every"," Old English",""," {{t|ang|ǣġhwylċ}"
"each_determiner"," every"," Old English",""," {{t|ang|ġehwā}"
"each_determiner"," every"," Old English",""," {{t|ang|ǣlċ}}"
"everyone"," every person"," Old English",""," {{t|ang|ǣlċ}"
"everyone"," every person"," Old English",""," {{t|ang|ǣlċ mann}"
"everyone"," every person"," Old English",""," {{t|ang|ġehwā}}"
"anywhere"," in or at any location"," Old English",""," {{t|ang|āhwǣr}}"
"anywhere"," to any location"," Old English",""," {{t|ang|āhwider}}"
"everywhere"," at all places"," Old English",""," {{t|ang|ǣġhwǣr}}"
"and"," used to connect two similar words` phrases` et cetera"," Old High German",""," {{t|goh|anti}"
"and"," used to connect two similar words` phrases` et cetera"," Old High German",""," {{t|goh|enti}}"
"all_determiner"," "," Old High German",""," {{t-check|goh|al}}"
"also"," in addition; besides; as well; further; too"," Old Javanese",""," {{t|kaw|waneh}}"
"and"," used to connect two similar words` phrases` et cetera"," Old Norse",""," {{t|non|ok}}"
"all_determiner"," every individual of the given class"," Old Norse",""," {{t|non|allr}}"
"wherever_conjunction"," in any place` anywhere"," Old Norse",""," {{t|non|hvars}}"
"and"," used to connect two similar words` phrases` et cetera"," Old Persian",""," {{t|peo|-𐎨𐎠|ts=-cā}"
"and"," used to connect two similar words` phrases` et cetera"," Old Persian",""," {{t|peo|𐎢𐎫𐎠|ts=utā}"
"and"," used to connect two similar words` phrases` et cetera"," Old Persian",""," {{t|peo|𐎠𐎫𐎹|ts=atiy}}"
"and"," used to connect two similar words` phrases` et cetera"," Old Prussian",""," {{t|prg|be}}"
"and"," used at the end of a list to indicate the last item"," Old Prussian",""," {{t|prg|be}}"
"and"," used to connect two similar words` phrases` et cetera"," Old Saxon",""," {{t|osx|anda}"
"and"," used to connect two similar words` phrases` et cetera"," Old Saxon",""," {{t|osx|endi}}"
"all_determiner"," "," Old Saxon",""," {{t-check|osx|al}}"
"and"," used to connect two similar words` phrases` et cetera"," Oriya",""," {{t|or|ଆଉ}}"
"all_determiner"," every individual of the given class"," Oriya",""," {{t+|or|ସବୁ}}"
"and"," used to connect two similar words` phrases` et cetera"," Ossetian",""," {{t|os|ӕмӕ}}"
"and"," used to connect two similar words` phrases` et cetera"," Ottoman Turkish",""," {{t|ota|و|tr=ve}}"
"and"," used to connect two similar words` phrases` et cetera"," Pangasinan",""," {{t|pag|tan}}"
"and"," used to connect two similar words` phrases` et cetera"," Pashto",""," {{t+|ps|او|tr=aw}}"
"and"," used at the end of a list to indicate the last item"," Pashto",""," {{t+|ps|او|tr=aw}}"
"and"," used to string together sentences or sentence fragments in chronological order"," Pashto",""," {{t+|ps|او|tr=aw}}"
"and"," used to show causation"," Pashto",""," {{t+|ps|نو|tr=no}}"
"every"," all of a countable group"," Pashto",""," {{t|ps|هر|tr=har}}"
"each_determiner"," every"," Pashto",""," {{t|ps|هر يو|tr=har yaw}"
"each_determiner"," every"," Pashto",""," {{t|ps|هر|tr=har}}"
"and"," used to connect two similar words` phrases` et cetera"," Persian",""," {{t+|fa|و|tr=va` o}}"
"and"," used at the end of a list to indicate the last item"," Persian",""," {{t+|fa|و|tr=o}"
"and"," used at the end of a list to indicate the last item"," Persian",""," {{t+|fa|و|tr=væ}}"
"and"," used to string together sentences or sentence fragments in chronological order"," Persian",""," {{t+|fa|و|tr=o}"
"and"," used to string together sentences or sentence fragments in chronological order"," Persian",""," {{t+|fa|و|tr=va}}"
"also"," in addition; besides; as well; further; too"," Persian",""," {{t+|fa|نیز|tr=niz}"
"also"," in addition; besides; as well; further; too"," Persian",""," {{t+|fa|هم|tr=ham}"
"also"," in addition; besides; as well; further; too"," Persian",""," {{t+|fa|همچنین|tr=hamĉenin}}"
"every"," all of a countable group"," Persian",""," {{t+|fa|هر|tr=har}}"
"all_determiner"," every individual of the given class"," Persian",""," {{t+|fa|همه|tr=hame}"
"all_determiner"," every individual of the given class"," Persian",""," {{t+|fa|سراسر|tr=sarâsar}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Persian",""," {{t+|fa|تمام|tr=tamâm}}"
"all_determiner"," "," Persian",""," {{t+check|fa|هَمِه|tr=hame}}"
"all_adverb"," intensifier"," Persian",""," {{t+|fa|همه|tr=hame}}"
"each_determiner"," every"," Persian",""," {{t|fa|هر یک}"
"each_determiner"," every"," Persian",""," {{t+|fa|هر|tr=har|sc=fa-Arab}}"
"everybody"," all people"," Persian",""," {{t|fa|هر کس|tr=har kas|sc=fa-Arab}"
"everybody"," all people"," Persian",""," {{t+|fa|همه|tr=hame|sc=fa-Arab}}"
"everyone"," every person"," Persian",""," {{t|fa|[[هر]] [[کس]]|tr=har kas|sc=fa-Arab}}"
"everything"," all the things"," Persian",""," {{t|fa|هر چیز|tr=har čiz|sc=fa-Arab}"
"everything"," all the things"," Persian",""," {{t|fa|همه‌چیز|sc=fa-Arab|tr=hame-čiz}}"
"everywhere"," at all places"," Persian",""," {{t|fa|همه‌جا}}"
"and"," used to connect two similar words` phrases` et cetera"," Phoenician",""," {{t|phn|𐤅|ts=wu}}"
"everyone"," every person"," Picard",""," {{t|pcd|tertous}}"
"all_determiner"," every individual of the given class"," Pipil",""," {{t|ppl|muchi}}"
"and"," used to connect two similar words` phrases` et cetera"," Pite Sami",""," {{t|sje|ja}}"
"also"," in addition; besides; as well; further; too"," Plautdietsch",""," {{t|pdt|uk}}"
"wherever_conjunction"," in any place` anywhere"," Plautdietsch",""," {{t|pdt|wua'emma}}"
"anywhere"," in or at any location"," Plautdietsch",""," {{t|pdt|irjentwua}}"
"everywhere"," at all places"," Plautdietsch",""," {{t|pdt|aulawäajen}}"
"and"," used to connect two similar words` phrases` et cetera"," Polabian",""," {{t|pox|un}}"
"and"," used to connect two similar words` phrases` et cetera"," Polish",""," {{t+|pl|i}"
"and"," used to connect two similar words` phrases` et cetera"," Polish",""," {{t+|pl|oraz}"
"and"," used to connect two similar words` phrases` et cetera"," Polish",""," {{t+|pl|tudzież}}"
"and"," used at the end of a list to indicate the last item"," Polish",""," {{t+|pl|i}}"
"also"," in addition; besides; as well; further; too"," Polish",""," {{t+|pl|też}"
"also"," in addition; besides; as well; further; too"," Polish",""," {{t+|pl|również}"
"also"," in addition; besides; as well; further; too"," Polish",""," {{t+|pl|także}}"
"every"," all of a countable group"," Polish",""," {{t+|pl|każdy}}"
"all_determiner"," every individual of the given class"," Polish",""," {{t+|pl|wszystek}}"
"all_determiner"," throughout the whole of (a stated period of time)"," Polish",""," {{t+|pl|cały}}"
"all_adverb"," intensifier"," Polish",""," {{t+|pl|całkiem}"
"all_adverb"," intensifier"," Polish",""," {{t+|pl|całkowicie}"
"all_adverb"," intensifier"," Polish",""," {{t+|pl|zupełnie}"
"all_adverb"," intensifier"," Polish",""," {{t+|pl|kompletnie}}"
"each_determiner"," every"," Polish",""," {{t+|pl|każdy}}"
"each_adverb"," apiece"," Polish",""," {{t|pl|każde}}"
"any_pronoun"," Any things or persons"," Polish",""," {{t+|pl|ktokolwiek}}"
"everybody"," all people"," Polish",""," {{t+|pl|wszyscy|m-pr-p}"
"everybody"," all people"," Polish",""," {{t+|pl|każdy}}"
"everyone"," every person"," Polish",""," {{t+|pl|każdy}}; {{t+|pl|wszyscy|p}"
"everyone"," every person"," Polish",""," {{t+|pl|wszelaki}} {{qualifier|literally}}"
"whoever"," any person or persons that"," Polish",""," {{t+|pl|ktokolwiek}}"
"everything"," all the things"," Polish",""," {{t+|pl|wszystko|n}}"
"anything_pronoun"," =any thing of any kind"," Polish",""," {{t+|pl|cokolwiek|n}} {{qualifier|'whatever'}"
"anything_pronoun"," =any thing of any kind"," Polish",""," {{t+|pl|byle co|n}} {{qualifier|'whatever'}"
"anything_pronoun"," =any thing of any kind"," Polish",""," {{t+|pl|coś|n}} {{qualifier|'something' e.g. 'I have never done anything like that.'}"
"anything_pronoun"," =any thing of any kind"," Polish",""," {{t+|pl|nic|n}} {{qualifier|in negative sentences}"
"anything_pronoun"," =any thing of any kind"," Polish",""," {{t+|pl|wszystko|n}} {{qualifier|e.g. 'I would do anything for her.'}}"
"whatever_determiner"," for any ... that"," Polish",""," {{t+|pl|cokolwiek}}"
"whatever_determiner"," "," Polish",""," {{t+|pl|cokolwiek}}"
"wherever_conjunction"," in any place` anywhere"," Polish",""," {{t+|pl|gdziekolwiek}"
"wherever_conjunction"," in any place` anywhere"," Polish",""," {{t|pl|dokądkolwiek}"
"wherever_conjunction"," in any place` anywhere"," Polish",""," {{t|pl|gdzie tylko}"
"wherever_conjunction"," in any place` anywhere"," Polish",""," {{t|pl|dokąd tylko}"
"wherever_conjunction"," in any place` anywhere"," Polish",""," {{t|pl|gdzie nie}"
"wherever_conjunction"," in any place` anywhere"," Polish",""," {{t|pl|dokąd nie}}"
"wherever_conjunction"," in all places` everywhere"," Polish",""," {{t+|pl|wszędzie}}"
"anywhere"," in or at any location"," Polish",""," {{t+|pl|gdziekolwiek}"
"anywhere"," in or at any location"," Polish",""," {{t|pl|byle gdzie}"
"anywhere"," in or at any location"," Polish",""," {{t|pl|gdzie bądź}}"
"everywhere"," at all places"," Polish",""," {{t+|pl|wszędzie}}"
"and"," used to connect two similar words` phrases` et cetera"," Portuguese",""," {{t+|pt|e}}"
"and"," used at the end of a list to indicate the last item"," Portuguese",""," {{t+|pt|e}}"
"and"," used to string together sentences or sentence fragments in chronological order"," Portuguese",""," {{t+|pt|e}}"
"also"," in addition; besides; as well; further; too"," Portuguese",""," {{t+|pt|também}}"
"every"," all of a countable group"," Portuguese",""," {{t+|pt|cada}"
"every"," all of a countable group"," Portuguese",""," {{t+|pt|todo|m}"
"every"," all of a countable group"," Portuguese",""," {{t+|pt|toda|f}}"
"all_determiner"," every individual of the given class"," Portuguese",""," {{t+|pt|todo|m}"
"all_determiner"," every individual of the given class"," Portuguese",""," {{t+|pt|toda|f}} (placed before the noun)"
"all_determiner"," throughout the whole of (a stated period of time)"," Portuguese",""," {{t+|pt|todo|m}"
"all_determiner"," throughout the whole of (a stated period of time)"," Portuguese",""," {{t+|pt|toda|f}} (placed after the noun"
"all_determiner"," throughout the whole of (a stated period of time)"," Portuguese",""," {{t+|pt|tudo|n}}"
"all_adverb"," intensifier"," Portuguese",""," {{t+|pt|tudo}}"
"each_determiner"," every"," Portuguese",""," {{t+|pt|cada}}"
"each_adverb"," apiece"," Portuguese",""," {{t+|pt|cada}}"
"any_pronoun"," Any things or persons"," Portuguese",""," {{t|pt|qualquer um}}"
"everybody"," all people"," Portuguese",""," {{t+|pt|todos|m-p}"
"everybody"," all people"," Portuguese",""," {{t+|pt|todo mundo|m}"
"everybody"," all people"," Portuguese",""," {{t|pt|toda a gente|f}"
